收藏台,#genre#
安多卫视,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225659/index.m3u8$LR•IPV6『线路1』
康巴卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225660/index.m3u8$LR•IPV6『线路1』
三沙卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/4600001000000000117/1.m3u8$LR•IPV6『线路1』
三沙卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226984/85722645.smil$LR•IPV4『线路2』
延边卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226516/index.m3u8$LR•IPV6『线路1』
体育,#genre#
超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225715/index.m3u8$LR•IPV6『线路1』
超级体育,http://[2409:8087:1a01:df::4013]:80/TVOD/88888888/224/3221225635/main.m3u8$LR•IPV6『线路2』
超级体育,http://[2409:8087:1a0a:df::4016]/wh7f454c46tw2798497282_1170252542/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8?icpid=88888888&RTS=1713110634&from=4&hms_devid=992&online=1713110634&vqe=3$LR•IPV6『线路3』
超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225715/index.m3u8$LR•IPV6『线路4』
超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8$LR•IPV6『线路5』
超级体育,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8$LR•IPV6『线路6』
超级体育,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000009601/1.m3u8?channel-id=ystenlive&Contentid=1000000001000009601&livemode=1&stbId=3$LR•IPV4『线路7』
超级体育,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/1000000001000009204/index.m3u8?channel-id=ystenlive&livemode=1&stbId=4&Contentid=1000000001000009204$LR•IPV4『线路8』
超级体育,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/1000000001000009601/index.m3u8?channel-id=ystenlive&livemode=1&stbId=4&Contentid=1000000001000009601$LR•IPV4『线路9』
超级体育,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000009601/1.m3u8?channel-id=ystenlive&Contentid=1000000001000009601&livemode=1&stbId=3$LR•IPV4『线路10』
超级体育,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/1000000001000009204/index.m3u8?channel-id=ystenlive&livemode=1&stbId=4&Contentid=1000000001000009204$LR•IPV4『线路11』
超级体育,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/1000000001000009601/index.m3u8?channel-id=ystenlive&livemode=1&stbId=4&Contentid=1000000001000009601$LR•IPV4『线路12』
超级体育,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000001000004876/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000001000004876$LR•IPV4『线路13』
超级体育,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000009601/1.m3u8?channel-id=ystenlive&Contentid=1000000001000009601&livemode=1&stbId=3$LR•IPV4『线路14』
超级体育,http://114.55.117.163:8081/iptv/itv.php?id=NewTV超级体育.m3u8&sign=ydxxlh$LR•IPV4『线路15』
纬来体育,https://stream1.freetv.fun/wei-lai-ti-yu-9.ctv$LR•IPV4『线路1』
魅力足球,http://[2409:8087:5e08:24::5]:6610/000000001000/5000000011000031207/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=bestzb&Contentid=5000000011000031207&IASHttpSessionId=OTT22052520240427084404007716$LR•IPV6『线路1』
魅力足球,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031207/1.m3u8$LR•IPV6『线路2』
魅力足球,http://8.138.7.223/tv/cqyx2.php?id=mlzqHD$LR•IPV4『线路3』
魅力足球,http://tv.tvbox6.icu/tv/migu.php?id=mlzq$LR•IPV4『线路4』
魅力足球,http://8.138.7.223/tv/cqyx2.php?id=mlzqHD$LR•IPV4『线路5』
魅力足球,http://8.138.7.223/tv/iptviptv.php?id=719$LR•IPV4『线路6』
魅力足球,http://8.138.7.223/tv/bst8m.php?id=80$LR•IPV4『线路7』
魅力足球,http://8.138.7.223/tv/bst8m.php?id=80$LR•IPV4『线路8』
魅力足球,http://8.138.7.223/tv/cqyx2.php?id=mlzqHD$LR•IPV4『线路9』
魅力足球,http://8.138.7.223/tv/cqyx2.php?id=mlzqHD$LR•IPV4『线路10』
魅力足球,http://tv.tvbox6.icu/tv/migu.php?id=mlzq$LR•IPV4『线路11』
足球高清,http://113.57.20.158:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路1』
足球高清,http://8.138.7.223/tv/bst8m.php?id=79$LR•IPV4『线路2』
足球高清,http://8.138.7.223/tv/bst8m.php?id=79$LR•IPV4『线路3』
NewTV,#genre#
NewTV 精品综合,http://156.251.217.33:5050/itv/ystenlive/1000000004000019008$LR•IPV4『线路1』
NewTV 精品大剧,http://156.251.217.33:5050/itv/ystenlive/1000000004000013968$LR•IPV4『线路1』
NewTV 精品纪录,http://156.251.217.33:5050/itv/ystenlive/1000000004000013730$LR•IPV4『线路1』
NewTV 精品体育,http://156.251.217.33:5050/itv/ystenlive/1000000004000014634$LR•IPV4『线路1』
NewTV 精品萌宠,http://156.251.217.33:5050/itv/ystenlive/1000000006000032328$LR•IPV4『线路1』
NewTV 爱情喜剧,http://156.251.217.33:5050/itv/hnbblive/2000000003000000010$LR•IPV4『线路1』
NewTV 超级电视剧,http://156.251.217.33:5050/itv/ystenlive/1000000006000268003$LR•IPV4『线路1』
NewTV 超级电影,http://156.251.217.33:5050/itv/ystenlive/1000000003000012426$LR•IPV4『线路1』
NewTV 超级体育,http://156.251.217.33:5050/itv/ystenlive/1000000001000009601$LR•IPV4『线路1』
NewTV 超级综艺,http://156.251.217.33:5050/itv/ystenlive/1000000006000268002$LR•IPV4『线路1』
NewTV 潮妈辣婆,http://156.251.217.33:5050/itv/hnbblive/2000000003000000018$LR•IPV4『线路1』
NewTV 东北热剧,http://156.251.217.33:5050/itv/ystenlive/1000000005000266013$LR•IPV4『线路1』
NewTV 动作电影,http://gslbservzqhsw.itv.cmvideo.cn/1000000004000018653/1.m3u8?channel-id=ystenlive&Contentid=1000000004000018653&livemode=1&stbId=3$LR•IPV4『线路1』
NewTV 动作电影,http://gslbservzqhsw.itv.cmvideo.cn/1000000004000018653/1.m3u8?channel-id=ystenlive&Contentid=1000000004000018653&livemode=1&stbId=3$LR•IPV4『线路2』
NewTV 动作电影,http://156.251.217.33:5050/itv/ystenlive/1000000004000018653$LR•IPV4『线路3』
NewTV 古装剧场,http://156.251.217.33:5050/itv/hnbblive/2000000003000000024$LR•IPV4『线路1』
NewTV 欢乐剧场,http://156.251.217.33:5050/itv/ystenlive/1000000005000266012$LR•IPV4『线路1』
NewTV 家庭剧场,http://156.251.217.33:5050/itv/ystenlive/1000000004000008284$LR•IPV4『线路1』
NewTV 金牌综艺,http://156.251.217.33:5050/itv/ystenlive/1000000004000026167$LR•IPV4『线路1』
NewTV 惊悚悬疑,http://gslbservzqhsw.itv.cmvideo.cn/1000000004000024282/1.m3u8?channel-id=ystenlive&Contentid=1000000004000024282&livemode=1&stbId=3$LR•IPV4『线路1』
NewTV 惊悚悬疑,http://gslbservzqhsw.itv.cmvideo.cn/1000000004000024282/1.m3u8?channel-id=ystenlive&Contentid=1000000004000024282&livemode=1&stbId=3$LR•IPV4『线路2』
NewTV 惊悚悬疑,http://156.251.217.33:5050/itv/ystenlive/1000000004000024282$LR•IPV4『线路3』
NewTV 军旅剧场,http://156.251.217.33:5050/itv/hnbblive/2000000003000000014$LR•IPV4『线路1』
NewTV 军事评论,http://156.251.217.33:5050/itv/hnbblive/2000000003000000022$LR•IPV4『线路1』
NewTV 魅力潇湘,http://156.251.217.33:5050/itv/ystenlive/1000000001000006197$LR•IPV4『线路1』
NewTV 明星大片,http://156.251.217.33:5050/itv/hnbblive/2000000003000000016$LR•IPV4『线路1』
NewTV 农业致富,http://156.251.217.33:5050/itv/hnbblive/2000000003000000003$LR•IPV4『线路1』
NewTV 武博世界,http://156.251.217.33:5050/itv/hnbblive/2000000003000000007$LR•IPV4『线路1』
NewTV 炫舞未来,http://156.251.217.33:5050/itv/ystenlive/1000000001000000515$LR•IPV4『线路1』
NewTV 怡伴健康,http://156.251.217.33:5050/itv/ystenlive/1000000005000266011$LR•IPV4『线路1』
NewTV 中国功夫,http://156.251.217.33:5050/itv/hnbblive/2000000003000000009$LR•IPV4『线路1』
NewTV 黑莓电影,http://156.251.217.33:5050/itv/ystenlive/1000000004000019624$LR•IPV4『线路1』
NewTV 黑莓动画,http://156.251.217.33:5050/itv/ystenlive/1000000004000021734$LR•IPV4『线路1』
NewTV 哒啵电竞,http://156.251.217.33:5050/itv/ystenlive/1000000006000032327$LR•IPV4『线路1』
NewTV 哒啵赛事,http://156.251.217.33:5050/itv/ystenlive/1000000001000003775$LR•IPV4『线路1』
SiTV 动漫秀场,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031113/1.m3u8$LR•IPV6『线路1』
SiTV 动漫秀场,http://156.251.217.33:5050/itv/bestzb/5000000011000031113$LR•IPV4『线路2』
SiTV 都市剧场,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031111/1.m3u8$LR•IPV6『线路1』
SiTV 都市剧场,http://156.251.217.33:5050/itv/bestzb/5000000011000031111$LR•IPV4『线路2』
SiTV 法治天地,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000014/index.m3u8$LR•IPV6『线路1』
SiTV 法治天地,http://156.251.217.33:5050/itv/bestzb/9001547084732463424$LR•IPV4『线路2』
SiTV 欢笑剧场,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000002000009455/1.m3u8$LR•IPV6『线路1』
SiTV 欢笑剧场,http://156.251.217.33:5050/itv/bestzb/5000000002000009455$LR•IPV4『线路2』
SiTV 欢笑剧场-4K,http://156.251.217.33:5050/itv/bestzb/5000000007000010001$LR•IPV4『线路1』
SiTV 金色学堂,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000010000026105/1.m3u8$LR•IPV6『线路1』
SiTV 金色学堂,http://156.251.217.33:5050/itv/bestzb/5000000010000026105$LR•IPV4『线路2』
SiTV 劲爆体育,http://156.251.217.33:5050/itv/bestzb/5000000002000029972$LR•IPV4『线路1』
SiTV 乐游,http://156.251.217.33:5050/itv/bestzb/5000000011000031112$LR•IPV4『线路1』
SiTV 魅力足球,http://156.251.217.33:5050/itv/bestzb/5000000011000031207$LR•IPV4『线路1』
SiTV 七彩戏剧,http://156.251.217.33:5050/itv/bestzb/5000000011000031116$LR•IPV4『线路1』
SiTV 生活时尚,http://156.251.217.33:5050/itv/bestzb/5000000002000019634$LR•IPV4『线路1』
SiTV 游戏风云,http://156.251.217.33:5050/itv/bestzb/5000000011000031114$LR•IPV4『线路1』
香港,#genre#
凤凰卫视,http://211.72.65.236:8576/.m3u8$LR•IPV4『线路1』
凤凰卫视,https://stream1.freetv.fun/08e5440bb83a804440e341ae792cffc38d6844b04d5a2c7a4fc5ee04a6fe6bc6.m3u8$LR•IPV4『线路2』
凤凰卫视,https://stream1.freetv.fun/08e5440bb83a804440e341ae792cffc38d6844b04d5a2c7a4fc5ee04a6fe6bc6.m3u8$LR•IPV4『线路3』
凤凰卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/test1_4000.m3u8$LR•IPV4『线路4』
凤凰香港,http://[2409:8087:2001:20:2800:0:df6e:eb1d]/ott.mobaibox.com/PLTV/3/224/3221228530/1.m3u8$LR•IPV6『线路1』
凤凰香港,http://[2409:8087:2001:20:2800:0:df6e:eb1d]:80/ott.mobaibox.com/PLTV/1/224/3221228530/1.m3u8$LR•IPV6『线路2』
凤凰香港,http://58.144.154.93/qctv.fengshows.cn/live/0701phk72.m3u8$LR•IPV4『线路3』
凤凰香港,http://www.lebaobei.top:6868/udp/239.255.30.123:8231$LR•IPV4『线路4』
凤凰香港,http://60.164.128.167:8029/rtp/239.255.30.123:8231$LR•IPV4『线路5』
凤凰香港,https://stream1.freetv.fun/8770e89223a086eb1b8a0c931e42296d772a8069ad3eb72540e0c434e7cb3e93.ctv$LR•IPV4『线路6』
凤凰香港,http://www.lebaobei.top:6868/udp/239.255.30.123:8231$LR•IPV4『线路7』
凤凰香港,http://free.xiptv.x10.bz/kudou.php?id=123$LR•IPV4『线路8』
TVB翡翠台,http://zsntlqj.xicp.net:8895/bysid/1.m3u8$LR•IPV4『线路1』
TVB翡翠台,http://8.138.7.223/tv/gdmzyd.php?id=1$LR•IPV4『线路2』
TVB翡翠台,http://8.138.7.223/tv/gdmzyd.php?id=1$LR•IPV4『线路3』
TVB翡翠台,http://zsntlqj.xicp.net:8895/bysid/1.m3u8$LR•IPV4『线路4』
翡翠台,https://cdn.iptv8k.top/dl/jspd.php?id=3&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路1』
翡翠台,http://50.7.234.10:8278/jade_twn/playlist.m3u8?tid=ME6E1330319113303191&ct=19225&tsum=d76985c4965fd63807e131035f66af09$LR•IPV4『线路2』
TVB Plus,http://8.138.7.223/tv/tvbplus.m3u8$LR•IPV4『线路1』
TVB Plus,http://8.138.7.223/tv/hk.php?id=45$LR•IPV4『线路2』
TVB Plus,http://zsntlqj.xicp.net:8896/bysid/82.m3u8$LR•IPV4『线路3』
TVB Plus,http://61.238.177.254:30261/stream/channelid/112716350$LR•IPV4『线路4』
TVB无线新闻台,http://live.cooltv.top/tv/tvb.php?id=0&hq$LR•IPV4『线路1』
TVB明珠台,http://8.138.7.223/tv/gdmzyd.php?id=3$LR•IPV4『线路1』
TVB明珠台,http://8.138.7.223/tv/gdmzyd.php?id=3$LR•IPV4『线路2』
明珠台,http://zsntlqj.xicp.net:8896/bysid/2.m3u8$LR•IPV4『线路1』
明珠台,http://61.238.177.254:30261/stream/channelid/1310877729$LR•IPV4『线路2』
明珠台,http://zsntlqj.xicp.net:8896/bysid/2.m3u8$LR•IPV4『线路3』
TVB星河,http://8.138.7.223/tv/gdmzyd.php?id=2$LR•IPV4『线路1』
VIUTV,http://zsntlqj.xicp.net:8895/bysid/99$LR•IPV4『线路1』
VIUTV,http://r.jdshipin.com/vSJvl$LR•IPV4『线路2』
ViuTVsix,http://zsntlqj.xicp.net:8895/bysid/96.m3u8$LR•IPV4『线路1』
ViuTVsix,http://61.238.177.254:30261/stream/channelid/995464347$LR•IPV4『线路2』
ViuTVsix,http://zsntlqj.xicp.net:8895/bysid/96.m3u8$LR•IPV4『线路3』
ViuTVsix,http://zsntlqj.xicp.net:8895/bysid/96.m3u8$LR•IPV4『线路4』
ViuTVsix,http://61.238.177.254:30261/stream/channelid/995464347$LR•IPV4『线路5』
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8$LR•IPV4『线路1』
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8$LR•IPV4『线路2』
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8$LR•IPV4『线路3』
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8$LR•IPV4『线路4』
星空卫视,http://8.138.7.223/tv/iptviptv.php?id=703$LR•IPV4『线路1』
HOY TV,http://61.238.177.254:30261/stream/channelid/459949264$LR•IPV4『线路1』
HOY TV,http://61.238.177.254:30261/stream/channelid/1478933474$LR•IPV4『线路2』
HOY TV,http://61.238.177.254:30261/stream/channelid/459949264$LR•IPV4『线路3』
HOY TV,http://61.238.177.254:30261/stream/channelid/1478933474$LR•IPV4『线路4』
HOY 國際財經台,http://61.238.177.254:30261/stream/channelid/153374972$LR•IPV4『线路1』
HOY 國際財經台,http://61.238.177.254:30261/stream/channelid/537195735$LR•IPV4『线路2』
HOY 國際財經台,http://61.238.177.254:30261/stream/channelid/153374972$LR•IPV4『线路3』
HOY 國際財經台,http://61.238.177.254:30261/stream/channelid/537195735$LR•IPV4『线路4』
HOY 資訊台,http://61.238.177.254:30261/stream/channelid/1328960581$LR•IPV4『线路1』
HOY 資訊台,http://61.238.177.254:30261/stream/channelid/1207995756$LR•IPV4『线路2』
HOY 資訊台,http://61.238.177.254:30261/stream/channelid/1328960581$LR•IPV4『线路3』
HOY 資訊台,http://61.238.177.254:30261/stream/channelid/1207995756$LR•IPV4『线路4』
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8$LR•IPV4『线路1』
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8$LR•IPV4『线路2』
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8$LR•IPV4『线路3』
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8$LR•IPV4『线路4』
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8$LR•IPV4『线路5』
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8$LR•IPV4『线路6』
耀才财经,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8$LR•IPV4『线路7』
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000?zgangd$LR•IPV4『线路8』
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000$LR•IPV4『线路9』
美亚电影台,http://50.7.234.10:8278/meiyamovie_twn/playlist.m3u8?tid=MD3D6323299363232993&ct=18392&tsum=3f73f541d33abe71140d28ada99a071b$LR•IPV4『线路1』
美亚电影台,http://8.138.7.223/tv/iptviptv.php?id=904\$LR•IPV4『线路2』
台湾,#genre#
中天新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv009$LR•IPV4『线路1』
中天新闻,http://211.72.65.236:8541/.m3u8$LR•IPV4『线路2』
中天新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv009$LR•IPV4『线路3』
中天新闻,http://free.xiptv.x10.bz/4gtv.php?id=4gtv-4gtv009$LR•IPV4『线路4』
中天新闻,http://148.135.6.135:65000/youtube/oIgbl7t0S_w$LR•IPV4『线路5』
中天新闻,http://free.xiptv.x10.bz/4gtv.php?id=4gtv-4gtv009$LR•IPV4『线路6』
中天新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv009$LR•IPV4『线路7』
中天新闻,http://cdn.iptv8k.top/dl/jspd.php?id=1$LR•IPV4『线路8』
中天新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv009$LR•IPV4『线路9』
中天新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv009$LR•IPV4『线路10』
寰宇新闻,http://litv.zapi.us.kg/?id=litv-longturn15$LR•IPV4『线路1』
寰宇新闻,http://litv.zapi.us.kg/?id=litv-longturn15$LR•IPV4『线路2』
寰宇新闻,http://148.135.6.135:65000/youtube/6IquAgfvYmc$LR•IPV4『线路3』
寰宇新闻,http://litv.zapi.us.kg/?id=litv-longturn14$LR•IPV4『线路4』
寰宇新闻,http://etv.xhgvip.top/iptv/155.php?id=76$LR•IPV4『线路5』
台视新闻,http://serv00.bkpcp.top/litv3.php?id=4gtv-4gtv051$LR•IPV4『线路1』
台视新闻,https://stream1.freetv.fun/c1e80466d09b16dbba231914e7d90e38b5ad564c5c34497819f0b65b3c0c8ea2.m3u8$LR•IPV4『线路2』
台视新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv051$LR•IPV4『线路3』
台视新闻,http://free.xiptv.x10.bz/kudou.php?id=81$LR•IPV4『线路4』
台视新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv051$LR•IPV4『线路5』
台视新闻,http://etv.xhgvip.top/iptv/155.php?id=81$LR•IPV4『线路6』
台视新闻,http://148.135.6.135:65000/youtube/xL0ch83RAK8$LR•IPV4『线路7』
台视新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv051$LR•IPV4『线路8』
TVBS,https://tv.iill.top/litv/4gtv-4gtv073$LR•IPV4『线路1』
TVBS,http://211.72.65.236:8575/.m3u8$LR•IPV4『线路2』
TVBS,http://50.7.234.10:8278/tvbs/playlist.m3u8?tid=MEFE3093330530933305&ct=19249&tsum=ce6b5e9293b3618104ad53084745a223$LR•IPV4『线路3』
TVBS,http://132.226.230.69:5050/litv/4gtv-4gtv073$LR•IPV4『线路4』
TVBS,http://148.135.6.135:65000/youtube/YvdcZ_jpLXE$LR•IPV4『线路5』
TVBS,http://free.xiptv.x10.bz/4gtv.php?id=4gtv-4gtv073$LR•IPV4『线路6』
TVBS,http://vip.wanwanji.cn:5000/litv/4gtv-4gtv073$LR•IPV4『线路7』
TVBS新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv072$LR•IPV4『线路1』
TVBS新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv072$LR•IPV4『线路2』
TVBS新闻,http://148.135.6.135:65000/youtube/2mCSYvcfhtc$LR•IPV4『线路3』
TVBS新闻,http://free.xiptv.x10.bz/4gtv.php?id=4gtv-4gtv072$LR•IPV4『线路4』
TVBS新闻,http://free.xiptv.x10.bz/kudou.php?id=78$LR•IPV4『线路5』
TVBS新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv072$LR•IPV4『线路6』
TVBS新闻,http://free.xiptv.x10.bz/4gtv.php?id=4gtv-4gtv072$LR•IPV4『线路7』
TVBS欢乐,http://litv.zapi.us.kg/?id=4gtv-4gtv068$LR•IPV4『线路1』
TVBS欢乐,http://litv.zapi.us.kg/?id=4gtv-4gtv068$LR•IPV4『线路2』
TVBS欢乐,http://litv.zapi.us.kg/?id=4gtv-4gtv068$LR•IPV4『线路3』
TVBS欢乐,http://litv.zapi.us.kg/?id=4gtv-4gtv068$LR•IPV4『线路4』
TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd$LR•IPV4『线路1』
TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd$LR•IPV4『线路2』
东森新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv152$LR•IPV4『线路1』
东森新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv152$LR•IPV4『线路2』
东森新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv152$LR•IPV4『线路3』
东森新闻,http://211.72.65.236:8540/.m3u8$LR•IPV4『线路4』
东森新闻,http://etv.xhgvip.top/iptv/155.php?id=75$LR•IPV4『线路5』
东森新闻,http://free.xiptv.x10.bz/4gtv.php?id=4gtv-4gtv152$LR•IPV4『线路6』
东森新闻,http://serv00.bkpcp.top/litv3.php?id=4gtv-4gtv152$LR•IPV4『线路7』
东森新闻,http://132.226.230.69:5050/litv/4gtv-4gtv152$LR•IPV4『线路8』
东森新闻,http://free.xiptv.x10.bz/4gtv.php?id=4gtv-4gtv152$LR•IPV4『线路9』
东森新闻,http://211.72.65.236:8540/.m3u8$LR•IPV4『线路10』
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=220&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路1』
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=221&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路2』
东森综合,http://etv.xhgvip.top/iptv/155.php?id=66$LR•IPV4『线路3』
东森超视,http://222.186.57.133:22222/php/jspd.php?id=58&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路1』
东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-4.m3u8$LR•IPV4『线路2』
东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-9.m3u8$LR•IPV4『线路3』
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=217&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路4』
东森超视,http://etv.xhgvip.top/iptv/155.php?id=68$LR•IPV4『线路5』
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路6』
东森电影,https://cdn.iptv8k.top/dl/jrys.php?id=229&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路1』
东森电影,https://cdn.iptv8k.top/dl/jrys.php?id=230&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路2』
东森电影,https://cdn.iptv8k.top/dl/jrys.php?id=231&time=20240926215313&ip=111.229.253.40$LR•IPV4『线路3』
东森电影,http://etv.xhgvip.top/iptv/155.php?id=86$LR•IPV4『线路4』
民视,https://stream1.freetv.fun/720e88c5916645734a5ed560a15e475c11c32dd6659b37aceb035720ee6f40ea.m3u8$LR•IPV4『线路1』
民视,http://50.7.234.10:8278/ftvhd_taiwan/playlist.m3u8?tid=MC8C5908644059086440&ct=19249&tsum=c96d2cd48b11d40ca9e97fb3addb1384$LR•IPV4『线路2』
民视,https://stream1.freetv.fun/min-shi-8.m3u8$LR•IPV4『线路3』
民视,http://litv.zapi.us.kg/?id=4gtv-4gtv002$LR•IPV4『线路4』
民视,http://litv.zapi.us.kg/?id=4gtv-4gtv155$LR•IPV4『线路5』
民视,http://211.72.65.236:8504/.m3u8$LR•IPV4『线路6』
民视,http://free.xiptv.x10.bz/kudou.php?id=43$LR•IPV4『线路7』
民视,https://litv.zapi.us.kg/?id=4gtv-4gtv002$LR•IPV4『线路8』
民视,http://litv.zapi.us.kg/?id=4gtv-4gtv155$LR•IPV4『线路9』
民视,http://litv.zapi.us.kg/?id=4gtv-4gtv002$LR•IPV4『线路10』
民视,http://132.226.230.69:5050/litv/4gtv-4gtv002$LR•IPV4『线路11』
民视新闻,http://litv.zapi.us.kg/?id=litv-ftv13$LR•IPV4『线路1』
民视新闻,http://etv.xhgvip.top/iptv/155.php?id=84$LR•IPV4『线路2』
民视新闻,http://free.xiptv.x10.bz/kudou.php?id=84$LR•IPV4『线路3』
民视新闻,https://litv.zapi.us.kg/?id=litv-ftv13$LR•IPV4『线路4』
民视新闻,http://serv00.bkpcp.top/litv3.php?id=litv-ftv13$LR•IPV4『线路5』
民视新闻,http://148.135.6.135:65000/youtube/ylYJSBUgaMA$LR•IPV4『线路6』
民视新闻,https://stream1.freetv.fun/min-shi-xin-wen-5.m3u8$LR•IPV4『线路7』
民视台湾台,https://stream1.freetv.fun/min-shi-tai-wan-3.ctv$LR•IPV4『线路1』
民视台湾台,https://stream1.freetv.fun/min-shi-tai-wan-4.ctv$LR•IPV4『线路2』
民视台湾台,https://stream1.freetv.fun/min-shi-tai-wan-7.ctv$LR•IPV4『线路3』
民视台湾台,https://stream1.freetv.fun/min-shi-tai-wan-5.m3u8$LR•IPV4『线路4』
民视台湾台,http://50.7.234.10:8278/ftvtaiwan_twn/playlist.m3u8?tid=MEFE5254515252545152&ct=19249&tsum=c17f872b1772df8f76032030cc40bdbd$LR•IPV4『线路5』
民视台湾台,http://132.226.230.69:5050/litv/4gtv-4gtv001$LR•IPV4『线路6』
民视台湾台,https://litv.zapi.us.kg/?id=4gtv-4gtv156$LR•IPV4『线路7』
民视台湾台,https://litv.zapi.us.kg/?id=4gtv-4gtv001$LR•IPV4『线路8』
民视台湾台,http://free.xiptv.x10.bz/kudou.php?id=49$LR•IPV4『线路9』
民视第一,http://litv.zapi.us.kg/?id=4gtv-4gtv003$LR•IPV4『线路1』
民视第一,http://etv.xhgvip.top/iptv/155.php?id=50$LR•IPV4『线路2』
